,row_id,Gene_Set,symbol
38,3,GOBP_MYELIN_MAINTENANCE,Clu
39,3,GOBP_MYELIN_MAINTENANCE,Cxcr4
40,3,GOBP_MYELIN_MAINTENANCE,Degs1
41,3,GOBP_MYELIN_MAINTENANCE,Degs1l
42,3,GOBP_MYELIN_MAINTENANCE,Epb41l3
43,3,GOBP_MYELIN_MAINTENANCE,Fa2h
44,3,GOBP_MYELIN_MAINTENANCE,Myrf
45,3,GOBP_MYELIN_MAINTENANCE,Ndrg1
46,3,GOBP_MYELIN_MAINTENANCE,Pals1
47,3,GOBP_MYELIN_MAINTENANCE,Plec
48,3,GOBP_MYELIN_MAINTENANCE,Prx
49,3,GOBP_MYELIN_MAINTENANCE,Pten
50,3,GOBP_MYELIN_MAINTENANCE,Sh3tc2
51,3,GOBP_MYELIN_MAINTENANCE,Sod1
52,4,GOBP_REGULATION_OF_MYELINATION,Akt1
53,4,GOBP_REGULATION_OF_MYELINATION,Cdh2
54,4,GOBP_REGULATION_OF_MYELINATION,Cdk18
55,4,GOBP_REGULATION_OF_MYELINATION,Cst7
56,4,GOBP_REGULATION_OF_MYELINATION,Ctnnb1
57,4,GOBP_REGULATION_OF_MYELINATION,Ctsc
58,4,GOBP_REGULATION_OF_MYELINATION,Cyfip1
59,4,GOBP_REGULATION_OF_MYELINATION,Dag1
60,4,GOBP_REGULATION_OF_MYELINATION,Dicer1
61,4,GOBP_REGULATION_OF_MYELINATION,Dlg1
62,4,GOBP_REGULATION_OF_MYELINATION,Egr2
63,4,GOBP_REGULATION_OF_MYELINATION,Eif2ak3
64,4,GOBP_REGULATION_OF_MYELINATION,Fig4
65,4,GOBP_REGULATION_OF_MYELINATION,Hes5
66,4,GOBP_REGULATION_OF_MYELINATION,Hgf
67,4,GOBP_REGULATION_OF_MYELINATION,Hnrnpk
68,4,GOBP_REGULATION_OF_MYELINATION,Ifng
69,4,GOBP_REGULATION_OF_MYELINATION,Igf1
70,4,GOBP_REGULATION_OF_MYELINATION,Itgax
71,4,GOBP_REGULATION_OF_MYELINATION,Jam2
72,4,GOBP_REGULATION_OF_MYELINATION,Kif14
73,4,GOBP_REGULATION_OF_MYELINATION,Lgi4
74,4,GOBP_REGULATION_OF_MYELINATION,Lpin1
75,4,GOBP_REGULATION_OF_MYELINATION,Mag
76,4,GOBP_REGULATION_OF_MYELINATION,Mir219a-1
77,4,GOBP_REGULATION_OF_MYELINATION,Mir219a-2
78,4,GOBP_REGULATION_OF_MYELINATION,Mir23a
79,4,GOBP_REGULATION_OF_MYELINATION,Mtmr2
80,4,GOBP_REGULATION_OF_MYELINATION,Mtor
81,4,GOBP_REGULATION_OF_MYELINATION,Myrf
82,4,GOBP_REGULATION_OF_MYELINATION,Ncmap
83,4,GOBP_REGULATION_OF_MYELINATION,Ngfr
84,4,GOBP_REGULATION_OF_MYELINATION,Nkx6-2
85,4,GOBP_REGULATION_OF_MYELINATION,Nrdc
86,4,GOBP_REGULATION_OF_MYELINATION,Nsun5
87,4,GOBP_REGULATION_OF_MYELINATION,Pard3
88,4,GOBP_REGULATION_OF_MYELINATION,Pten
89,4,GOBP_REGULATION_OF_MYELINATION,Ptn
90,4,GOBP_REGULATION_OF_MYELINATION,Ptprz1
91,4,GOBP_REGULATION_OF_MYELINATION,Qki
92,4,GOBP_REGULATION_OF_MYELINATION,Rara
93,4,GOBP_REGULATION_OF_MYELINATION,Rarb
94,4,GOBP_REGULATION_OF_MYELINATION,Rarg
95,4,GOBP_REGULATION_OF_MYELINATION,Rnf10
96,4,GOBP_REGULATION_OF_MYELINATION,Rxra
97,4,GOBP_REGULATION_OF_MYELINATION,Rxrb
98,4,GOBP_REGULATION_OF_MYELINATION,Rxrg
99,4,GOBP_REGULATION_OF_MYELINATION,S100b
100,4,GOBP_REGULATION_OF_MYELINATION,Sgms1os1
101,4,GOBP_REGULATION_OF_MYELINATION,Sirt2
102,4,GOBP_REGULATION_OF_MYELINATION,Slc25a12
103,4,GOBP_REGULATION_OF_MYELINATION,Sox10
104,4,GOBP_REGULATION_OF_MYELINATION,Srebf2
105,4,GOBP_REGULATION_OF_MYELINATION,Tcf7l2
106,4,GOBP_REGULATION_OF_MYELINATION,Tenm4
107,4,GOBP_REGULATION_OF_MYELINATION,Tg
108,4,GOBP_REGULATION_OF_MYELINATION,Tmem98
109,4,GOBP_REGULATION_OF_MYELINATION,Tnf
110,4,GOBP_REGULATION_OF_MYELINATION,Tnfrsf1b
111,4,GOBP_REGULATION_OF_MYELINATION,Tnfrsf21
112,4,GOBP_REGULATION_OF_MYELINATION,Tppp
113,4,GOBP_REGULATION_OF_MYELINATION,Trf
114,4,GOBP_REGULATION_OF_MYELINATION,Tymp
115,4,GOBP_REGULATION_OF_MYELINATION,Wasf3
116,4,GOBP_REGULATION_OF_MYELINATION,Zfp488
117,4,GOBP_REGULATION_OF_MYELINATION,Zpr1
118,5,GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,Abca8a
119,5,GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,Abca8b
120,5,GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,Ormdl1
121,5,GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,Ormdl3
122,5,GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,Osbp
123,5,GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,Pemt
124,5,GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,Samd8
125,5,GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,Sgms1
126,5,GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,Sgms2
127,5,GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,Sptlc1
128,5,GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,Sptlc2
129,5,GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,Vapa
130,6,GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS,Enpp7
131,6,GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS,Prkcd
132,6,GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS,Smpd1
133,6,GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS,Smpd2
134,6,GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS,Smpd3
135,6,GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS,Smpd4
136,6,GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS,Smpd5
137,6,GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS,Smpdl3a
138,6,GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS,Smpdl3b
139,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Abca2
140,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Abca8a
141,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Abca8b
142,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Enpp7
143,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Ormdl1
144,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Ormdl3
145,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Osbp
146,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Pemt
147,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Prkcd
148,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Samd8
149,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Sgms1
150,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Sgms2
151,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Smpd1
152,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Smpd2
153,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Smpd3
154,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Smpd4
155,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Smpd5
156,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Smpdl3a
157,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Smpdl3b
158,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Sptlc1
159,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Sptlc2
160,7,GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,Vapa
161,8,GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY,Enpp7
162,8,GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY,Smpd1
163,8,GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY,Smpd2
164,8,GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY,Smpd3
165,8,GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY,Smpd4
166,8,GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY,Smpd5
167,8,GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY,Smpdl3a
168,8,GOMF_SPHINGOMYELIN_PHOSPHODIESTERASE_ACTIVITY,Smpdl3b
169,9,GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH,Cmtm8
170,9,GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH,Gpm6b
171,9,GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH,Mal
172,9,GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH,Mal2
173,9,GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH,Mall
174,9,GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH,Marveld1
175,9,GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH,Mbp
176,9,GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH,Mobp
177,9,GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH,Ncmap
178,9,GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH,Pllp
179,9,GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH,Plp1
